"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"AT2G02010",523.150223927211,2.87281200679889,0.789038291160382,3.64090315892534,0.0002716833200106,0.00489586406683394,"GAD4"
"AT2G43100",138.829882220897,-3.56895450673276,0.748028420149081,-4.77114827538434,1.831786273675e-06,6.15883280779218e-05,"ATLEUD1"
"AT2G27080",2542.01684928794,3.02326509510208,0.37794748350344,7.99916715168328,1.25263576269011e-15,1.96508449066355e-13,"NHL13"
"AT2G30766",39.2510546483109,-3.18048787715364,0.768293705448264,-4.13967712425546,3.47794979198589e-05,0.000835905818769816,"FEP1"
"AT2G34555",11.4389350604838,5.01088468230098,1.44713083731092,3.46263416762804,0.000534915149441755,0.0085236833694904,"ATGA2OX3"
"AT2G26390",45.0656795890113,2.86376802983794,0.761004447455582,3.7631423041126,0.000167791658606836,0.00324007614048334,"SERP4"
"AT2G26190",2877.31582024064,2.74386771371499,0.31864882479464,8.61094565618856,7.24603353409515e-18,1.64761775988184e-15,"IQM4"
"AT2G18210",54.7561670559635,3.70560871321613,0.60248481840585,6.15054288508217,7.72181751931824e-10,4.69268531947277e-08,NA
"AT2G32030",336.726884509542,5.3783588536578,0.587356769489876,9.15688578566813,5.3416560990905e-20,1.68904835120773e-17,NA
"AT2G39650",521.704428200851,3.84205329796952,0.439407985273475,8.74370386231905,2.25590271500353e-18,5.63613620290449e-16,NA
"AT2G44840",174.892788048318,7.48564579790848,0.812360039793188,9.2146898311421,3.1217953428782e-20,1.018964070223e-17,"ATERF13"
"AT2G17040",1932.40269608511,3.01642362289988,0.401161523278999,7.5192246710112,5.51020259329387e-14,6.63749820717191e-12,"anac036"
"AT2G22500",8713.44195015358,4.49355888029527,0.419054886215486,10.7230795490226,7.93175940572715e-27,9.44205971139414e-24,"ATPUMP5"
"AT2G40140",7066.12723073533,3.76092620301133,0.433123073628541,8.68327372057027,3.84537503643085e-18,9.26414935860132e-16,"AtC3H29"
"AT2G46790",423.914195625038,-3.16450449495253,0.840113728756726,-3.76675726944213,0.000165381650969841,0.0032010360569491,"APRR9"
"AT2G41010",540.162805071453,2.00473951532453,0.355996750190987,5.63134218008736,1.78812556954567e-08,8.69862912281148e-07,"ATCAMBP25"
"AT2G08965",3.46779902772457,4.90447722579765,1.38889968215749,3.53119616110729,0.000413684832143769,0.00693024830140187,NA
"AT2G09225",39.2263926437286,2.23323973290221,0.48365054271954,4.61746557823511,3.88455090483228e-06,0.000119289312080563,NA
"AT4G03450",1539.28568044092,2.85122498695083,0.587409927901742,4.85389308474161,1.21061021188712e-06,4.20947059415113e-05,NA
"AT4G23200",1581.38226644308,2.2426036983297,0.45699928108868,4.90723681881357,9.23684773762956e-07,3.29675639623297e-05,"CRK12"
"AT4G17490",477.017001940741,5.30141417796087,0.534849166564449,9.9119798802604,3.69255107449737e-23,2.13503303127438e-20,"ATERF6"
